_id,introduction,isNationwide,prod_name,,,,,,,,,
68d5f7f215858da5cd401397,"여행이 필요한 순간, 제주패스렌트카 X  KKday와 함께하세요! 제주도 렌터카 가격비교 1위, 전기차 테슬라 렌트도 가능하다는 놀라운 사실! 최저가 예약은 물론이고 수입, 고급차, 가족여행에 딱 맞는 SUV, 승합차까지~ 81개 제주 렌트카 업체가 모여 실시간 가격비교가 가능하니 나에게 딱! 맞는 제주도 렌터카를 예약해보세요.",TRUE,제주패스렌트카 10% 할인 이용권,,,,,,,,,
68d5f7f215858da5cd401398,"부산여행 특수체험! 아름다운 부산의 바다를 럭셔리 요트 위에서 즐겨보세요.  주간, 야간 그리고 석양까지 시간대별로 다른 매력을 가지고 있는 광안리와 해운대 바닷가를 배경으로 인생샷에 도전해보세요. 분위기를 더해줄 다과 세트, 맥주, 고급 음료는 요트투어를 즐기는 여러분들을 위해 기본적으로 제공됩니다.",FALSE,부산 퍼블릭 요트 투어|광안리 해운대|요트홀릭,,,,,,,,,
68d5f7f215858da5cd401399,"한 번도 경험해보지 못한 짜릿한 해상 레포츠! 빠른 스피드로 회전하며 스릴감을 느끼실 수 있는 제트보트를 탑승해 보세요. 신나게 보트를 타다 보면 제주 대표 관광지 주상절리에 도착하며, 바다 위에서 특이하면서도 아름다운 주상절리의 모습을 새로운 각도로 감상하실 수 있답니다. 또는 파라세일링을 통해 색다른 각도에서 제주의 바다와 하늘의 아름다움을 즐길 수 있습니다!",FALSE,제주 주상절리 제트보트 이용권(사전예약 필수),,,,,,,,,
68d5f7f215858da5cd40139a,"한국 주요 공항 & 부산항 & 서울 내 수령, 한국 포켓 와이파이 에그 대여, 최대 4G 속도로 데이터 무제한 플랜을 원하는 일자를 선택하여 현지 인터넷을 걱정없이 즐기세요!(최대 3명 공유 가능)",TRUE,【20% OFF】한국 SKT 데이터 무제한 포켓와이파이 + 보조배터리 | SKT (한국 주요 공항 & 부산항 수령),,,,,,,,,
68d5f7f215858da5cd40139b,"KKday를 통해 서울에서 남이섬까지 버스를 이용하여 편하게 이동해보세요. 강남, 잠실 롯데마트에서 탑승 가능합니다.",FALSE,교통패스|남이섬 당일 여행 왕복 셔틀 버스 (서울출발),,,,,,,,,
68d5f7f215858da5cd40139c,"한국여행 필수품인 유심, 4G LTE 속도 제한 없는 무제한 데이터(통화/문자 가능)를 원하는 일자에 맞게 선택하여 현지 인터넷을 걱정없이 즐기세요!",TRUE,【무료 음성 증정】한국 SKT 4G/LTE 무제한 데이터 유심 + 티머니 (한국 공항수령/LINK KOREA 사무실 수령),,,,,,,,,
68d5f7f215858da5cd40139d,"지금 바로 유심 교체 없이 사용 가능한 데이터 이심(eSIM)을 구매하고 편하게 한국 여행을 즐기세요! 지정기간 동안 LTE 데이터를 무제한으로 사용할 수 있습니다. 원클릭 설치, 원클릭 eSIM 활성화",TRUE,[여름시즌 할인 50%] SKT/LG 국내 데이터 무제한 이심(eSIM),,,,,,,,,
68d5f7f215858da5cd40139e,"영종도 갈만한 곳하면 영종도 레일바이크는 필수! 전 구간 해변가 뷰, 서해를 품은 영종 씨사이드 레일바이크를 타고 탁 트인 바다 전망을 만나보세요! 영종도 씨 사이드 파크 내에 자리한 레일바이크는 월미도부터 인천대교까지의 풍경을 한 눈에 담을 수 있으며, 다양한 시설물이 설치되어 있어 또 다른 재미를 느낄 수 있답니다. 영종 씨사이드 레일바이크와 함께라면 즐거운 추억은 물론, 인생사진까지 보장! KKday에서 저렴하게 예약해보세요!",FALSE,[액티비티] 인천 영종도 씨사이드 레일바이크 탑승권,,,,,,,,,
68d5f7f215858da5cd40139f,지금 KKday에서 [스페셜 혜택 4] 한국 SK텔레콤 eSIM: 고속 무제한 데이터 + 한국 전화번호를 예약하세요. 국내 1위 SK텔레콤의 편리한 eSIM으로 속도 저하 없이 무제한 데이터를 즐길 수 있습니다. 이메일과 Q코드를 통해 바로 전송되어 편리하게 사용 가능합니다.,TRUE,【스페셜 혜택】한국 SK텔레콤 eSIM: 고속 무제한 데이터 + 한국 전화번호,,,,,,,,,
68d5f7f215858da5cd4013a0,"지금 KKday에서 롯데월드 이화교복 교복 대여 체험을 예약하고 학창 시절의 추억을 떠올리며 친구, 연인과 즐거운 시간을 보내세요!",FALSE,롯데월드 이화교복 대여 체험,,,,,,,,,
68d5f7f215858da5cd4013a1,국내 최고의 익사이팅 스케일!\n규모도 최대! 즐거움도 최대!\n롯데월터파크 하이시즌 종일권 으로 신나게 여름을 즐겨보세요!,FALSE,롯데워터파크 하이시즌 종일권,,,,,,,,,
68d5f7f215858da5cd4013a2,"지금 바로 KKday에서 한국의 최고 인기 공연 난타 NANTA 쇼를 예약하세요! 주방에서 벌어지는 일들을 배경으로 하며, 요리 도구들을 악기로 삼은 창의력과 한국의 전통 음악이 완벽하게 융합된 공연으로 어떠한 언어배경 없이도 마음껏 공연을 즐길 수 있어 남녀노소 국적을 불문하고 즐겁게 감상할 수 있답니다.",FALSE,서울 난타 NANTA 쇼 입장권,,,,,,,,,
68d5f7f215858da5cd4013a3,"인천공항, 김포공항, 김해공항 도착 후 와이파이 기기를 바로 대여할 수 있습니다. KT LTE를 무제한 즐길 수 있는 포켓와이파이를 KKday에서 쉽고 빠르게 구매하세요.",TRUE,한국 4G LTE 무제한 포켓와이파이 대여 | 인천/김포/김해공항 수령,,,,,,,,,
68d5f7f215858da5cd4013a4,"지금 바로 외국인, 유학생, 한국인 모두 사용 가능한 한국 선불 유심칩을 구매하세요. 인천공항에서 수령 후 1/5/10/20/30일간 데이터를 무제한 이용하실 수 있습니다",TRUE,"한국 데이터 무제한 유심칩 (전화, 문자 수신 가능) | 공항수령",,,,,,,,,
68d5f7f215858da5cd4013a5,"지금 KKday에서 부산 엑스더스카이 할인 입장권을 구매하고, 엘시티 전망대에서 바라보는 부산과 해운대의 경치를 한눈에 담아보세요!",FALSE,부산 엑스더스카이 | 해운대 엘시티 전망대 할인 입장권,,,,,,,,,
68d5f7f215858da5cd4013a6,DMZ 비무장지대에 들어가는 DMZ 여행 일정은 세계 유일의 분리주의 국가인 대한민국에서 가장 인기 있는 투어 중 하나입니다. 남북전쟁과 냉전의 역사를 깊이있게 이해할 수 있습니다. 전망대에서는 북한 땅이 보입니다.,FALSE,DMZ | 비무장지대 일일투어,,,,,,,,,
68d5f7f215858da5cd4013a7,"지금 KKday에서 에버랜드, 캐리비안베이 왕복 셔틀버스를 예약하고, 교통 걱정 없이 즐거운 하루를 보내세요! 서울 지하철 홍대역, 명동역, 동대문역사문화공원역근처에서 탑승 가능합니다.",FALSE,"에버랜드/캐리비안베이 셔틀버스 티켓 (홍대,명동,동대문역사문화공원역근처 출발)",,,,,,,,,
68d5f7f215858da5cd4013a8,국내 최초! 아쿠아리움과 실내 동물원이 결합된 경기도 일산 아쿠아플라넷을 방문하세요. 지금 KKday에서 할인된 가격으로 예약하고 떠나세요!,FALSE,일산 아쿠아플라넷 할인 입장권 (구매 1시간 후 사용 가능),,,,,,,,,
68d5f7f215858da5cd4013a9,"한국인이 실제로 입는 한복을 입어보고 싶지 않으신가요?\n해온한복은 2024년 3월에 오픈한 해운대해수욕장 근처 유일한 신규 한복 매장입니다.\n전통 한복, 웨딩 한복, K팝 스타일 한복을 포함한 고전적이고 우아한 한복을 제공합니다.",FALSE,해온한복 | 부산 해운대 고급 한복대여점,,,,,,,,,
68d5f7f215858da5cd4013aa,"K-리무진 티켓을 지금 바로 예약하고 이용하세요. 인천공항에서 QR코드를 보여주고 버스에 탑승하기만 하면 됩니다! K-리무진 공항버스는 인천공항과 서울, 동대문, 강남, 잠실의 주요 호텔을 경유하는 4개 노선을 제공합니다. 대중 교통으로 환승하기 위해 짐을 끌고 가는 불편함을 해결합니다. 공항과 도심을 왕복하며 편안하게 호텔까지 이동하므로 시간과 노력을 절약하고 인천공항과 서울시를 쉽게 이동할 수 있습니다!",TRUE,인천국제공항 <-> 서울시 | K-LIMOUSINE 공항버스 이용권 (편도),,,,,,,,,
68d5f7f215858da5cd4013ab,"우도의 핵심을 알차게 즐기는 스마트한 패스! 시간권 선택부터 왕복 여객선 포함 옵션까지, 자유롭고 효율적인 우도 여행 완성!",TRUE,제주 | 우도투어패스,,,,,,,,,
68d5f7f215858da5cd4013ac,부산에서  교복을 대여해서 한국문화와 한국드라마에 나온 의상을 체험해보세요. 무료로 가방과 모자등 악세서리를이용 할수있고  다양한 종류의 교복이 준비되어있습니다. 감천문화마을 전경을 찍을수있는 루프탑있는 감천문화마을에서 가장 큰 교복대여점입니다. 감천문화마을 입구에서 1분거리에 위치하여 쉽게 찾아갈수있고 손쉽게 관광지를 구경하기도 편하고  돌아와서 다른 교통편을 이용하기에도  최적의 위치에 있습니다.,FALSE,교복체험|부산 감천문화마을 입고가게,,,,,,,,,
68d5f7f215858da5cd4013ad,지금 바로 KKday에서 [스페셜 혜택 4] SK텔레콤 eSIM: 4G LTE 무제한 데이터 + 한국 전화번호 (한국공항 픽업)을 구매하세요! 010으로 시작하는 한국 전화번호가 제공되며 속도 저하 없이 데이터를 무제한으로 이용할 수 있습니다.,TRUE,【스페셜 혜택】SK텔레콤 eSIM: 4G LTE 무제한 데이터 + 한국 전화번호 (한국공항 픽업),,,,,,,,,
68d5f7f215858da5cd4013ae,"지금 KKday에서 부산 런닝맨 체험관 할인 입장권을 예약하고, 직접 런닝맨 멤버가 되어 다양한 미션을 완수해보세요!",FALSE,부산 런닝맨 체험 & 다이나믹 메이즈 입장권 티켓,,,,,,,,,
68d5f7f215858da5cd4013af,인천 파라다이스시티 클럽 크로마에서 열리는 화려한 부트레그 쇼! 음악과 퍼포먼스가 어우러진 단 하루의 핫한 나이트 파티! \nKKday 단독 혜택으로 간편하게 입장권을 예매해보세요!,FALSE,파라다이스시티 클럽 크로마 부트레그 쇼 (Chroma Bootleg show WITH TABLE & DINNER),,,,,,,,,
68d5f7f215858da5cd4013b0,대유 ATV수렵 사격 랜드는 사냥과 사격 그리고 ATV가 한데 모여있는 제주 유일의 체험장입니다. 넓고 끝없이 뻗은 초원을 ATV 오프로드를 타고 마음껏 질주하며 제주의 원시적인 자연을 느껴보세요. 권총부터 클레이 사격까지! 다양한 체험으로 자신의 능력을 시험해보세요.,FALSE,제주도 대유ATV 수렵사격랜드,,,,,,,,,
68d5f7f215858da5cd4013b1,"한국 국내공항 수령, 한국 포켓 와이파이 에그 대여, 최대 4G 속도로 데이터 무제한 플랜을 원하는 일자에 맞게 선택하여 현지 인터넷을 걱정없이 즐기세요!",TRUE,한국 데이터 무제한 SKT 포켓와이파이 렌탈 | 국내공항 수령,,,,,,,,,
68d5f7f215858da5cd4013b2,KKday에서 한국 eSIM을 바로 예약하고 QR 코드를 스캔하여 빠르게 인터넷을 사용해 보세요.,TRUE,[5G 초고속 듀얼 네트워크 무제한] 국내 1위 SKT+LG eSIM | 구매 즉시 사용 가능 | KKday 단독 1-100일,,,,,,,,,
68d5f7f215858da5cd4013b3,"지금 KKday에서 할인 가격에 과천 서울랜드 종일권을  예약하세요! 자연 속 청정 힐링 공원, 서울랜드에서 즐거운 시간을 보내보세요.",FALSE,서울랜드 자유이용권 | 종일권,,,,,,,,,
68d5f7f215858da5cd4013b4,"휴식과 사랑이 있는 휴애리에 방문해 보세요. 사전 티켓 구매로 현장에서 쉽고 편안하게 입장하실 수 있답니다. 봄에는 매화축제, 여름엔 수국이, 가을엔 핑크핑크한 핑크뮬리, 겨울엔 동백 축제까지 다양한 축제들이 여러분을 기다리고 있답니다!",FALSE,제주 휴애리 자연생활공원 입장권 (소인무료입장),,,,,,,,,
68d5f7f215858da5cd4013b5,"강릉에 위치한 런닝맨 빙고레이스는 인기 프로그램 <런닝맨> 방송 포맷을 오프라인에 옮겨 직접 런닝맨 멤버가 되어 빙고를 완성하는 체험형 어트랙션입니다. 서울 인사동점, 부산 서면점에 이어 세번째로 강릉에 오픈한 <런닝맨 Ep.3 빙고레이스>. 빙고를 완성하여 런닝맨 제 8의 멤버가 되어보세요!",FALSE,"런닝맨 체험관 / 그대, 나의 뮤즈 : 반고흐 to 마티스 강릉점 이용권",,,,,,,,,
68d5f7f215858da5cd4013b6,지금 KKday에서 [스페셜 이벤트] 한국 SK텔레콤 SIM: 4G/LTE 무제한 데이터 + 전화번호 (공항픽업)를 예약하세요. 국내 1위 통신사 SK텔레콤의 속도 저하 없는 4G/LTE 데이터 무제한 유심으로 한국 지역 어디에서나 원활하게 이용 가능합니다.,TRUE,[스페셜 이벤트] 한국 SK텔레콤 SIM: 4G/LTE 무제한 데이터 + 전화번호 (공항픽업),,,,,,,,,
68d5f7f215858da5cd4013b7,지금 바로 KKday에 예약하고 경복궁 근처 가장 큰평수로 편하게 옷을 고를수 있는 연예인한복에서 각종 테마한복을 대여하여 예쁘게 한국 전통 궁궐을 무료 입장하고 구경하세요.,FALSE,서울 | 경복궁 연예인한복 한복 대여,,,,,,,,,
68d5f7f215858da5cd4013b8,"한국 여행 필수품인 유심, 최대 4G속도로 데이터 무제한 플랜을 원하는 일자에 맞게 선택 하여 현지 인터넷을 걱정없이 즐기세요! 한국 인천공항, 김포공항, 부산김해공항 카운터에서 바로 수령 가능하며, 한국어, 영어, 일본어, 중국어가 가능한 직원이 유심칩 설정까지 친절히 도와드립니다. 유심칩을 삽입한 후 남은 플라스틱 카드를 교통카드 T-Money로 이용 가능하십니다 (별도 충전 필요).",TRUE,【 KPOP 스티커 이벤트】한국 무제한 데이터 유심칩 | LG U+ 유심칩 ( T-Money기능 포함) + 음성 통화 | 한국공항 픽업|챗GPT 지원,,,,,,,,,
68d5f7f215858da5cd4013b9,"지금 바로 유심 교체 없이 사용 가능한 데이터 이심(eSIM)을 구매하고 편하게 한국 여행을 즐기세요! 지정기간 동안 LTE 데이터를 무제한으로 사용할 수 있습니다. 원클릭 설치, 원클릭 eSIM 활성화",TRUE,【20% OFF | 티머니】한국 SKT 4G/LTE 무제한 데이터 + 무료 음성 증정(eSIM),,,,,,,,,
68d5f7f215858da5cd4013ba,"짐캐리 서비스는 여행?출장객 짐을 보관하거나 짐캐리 매장(KTX 부산역, 부산항, 김해공항 국제선, 김해공항 국내선) 또는 등록된 숙소로 옮겨 드리는 여행서비스 입니다.",TRUE,"[ZIM CARRY] 짐캐리 부산 수하물 배송 서비스 (KTX부산역, 부산항, 김해국제공항, 김해 국내공항, 숙소)",,,,,,,,,
68d5f7f215858da5cd4013bb,"짐캐리 서비스는 여행?출장객 짐을 보관하거나 짐캐리 매장(짐캐리 제주공항점), 호텔로 옮겨 드리는 여행서비스 입니다. 여행의 무거운 짐은 이제 짐캐리에게 맡기시고, 그 손으로 사랑하는 사람의 손을 잡아주세요!",TRUE,제주 | ZIM CARRY 짐캐리 수하물 배송 서비스 | 제주공항?호텔,,,,,,,,,
68d5f92515858da5cd40140c,환상적인 야간 조명과 이국적인 조경 천국! 현대적 감각의 性 테마조각 공원 제주 러브 랜드로 당신을 초대합니다. 다양한 포토존부터 거대한 ART 공간까지! 어른들의 놀이터 제주 러브 랜드로 놀러 오세요.,FALSE,[입장권] 제주 러브랜드 (성인 한정),,,,,,,,,
68d5f92515858da5cd40140d,한국 여행 필수품인 이심(eSIM)을 만나보세요. 유심 교체 없이 최대 4G속도로 500MB~데이터 무제한 플랜을 원하는 일자에 맞게 선택하여 현지 인터넷을 걱정없이 즐기세요! 원클릭 설치 및 eSIM 원클릭 활성화,TRUE,[가을 인기 프로모션 50%] 한국 5G eSIM | 한국 SKT / LG U+ 듀얼 회선 일일/총 데이터/무제한 데이터 eSIM,,,,,,,,,
68d5f92515858da5cd40140e,"전문 가이드와 함께 서울의 활기찬 나이트라이프를 탐험해보세요. 현지를 사랑하는 가이드로서, 도시의 밤 문화를 속속들이 알고 있습니다. 전문 호스트와 함께 해방촌의 인기 있는 칵테일 바와 댄스 클럽 등 3~4곳을 VIP 대우로 즐기며 무료 음료와 다양한 나이트라이프를 경험하세요.",FALSE,[서울] 이태원 나이트 라이프 체험 & 프리미엄 펍 크롤,,,,,,,,,
68d5f92515858da5cd40140f,"거제포로수용소 유적박물관은 6·25전쟁 당시 포로들의 생활상을 보여주는 국내 유일의 전쟁포로 수용소 유적지로, 생생한 역사 체험이 가능한 테마형 박물관입니다.",FALSE,거제 | 거제포로수용소 유적박물관 입장권,,,,,,,,,
68d5f92515858da5cd401410,"스피릿 가든\n지상낙원\n\n스피릿 가든은 1968년 제주도 한경면 저지리의 척박한 땅을 일구기 시작한 성범영 농부의 끊임없는 헌신으로 탄생한 세계적인 정원입니다. 50년이 넘는 세월 동안 그의 비전은 자연, 예술, 철학이 조화를 이루는 독특한 정원으로 변모했습니다.\n\n4만 제곱미터가 넘는 면적에 자리 잡은 이 정원은 한국 토종 나무, 정성껏 가꾸어진 분재, 그리고 희귀한 자연석과 암석으로 장식된 7개의 테마 정원으로 구성되어 있습니다. 각 정원은 고요한 연못, 탁 트인 잔디밭, 그리고 제주의 상징인 화산암 담, 문, 다리로 둘러싸여 있어 방문객들에게 평화롭고 사색적인 분위기를 선사합니다.\n\n천연 현무암으로 지어진 정원의 시설들은 제주 풍경의 건축미를 구현하며 그 매력을 더욱 돋보이게 합니다. 싱어웨이 가든은 한국적 미학과 정신을 상징하는 곳으로, 한국 정부로부터 국가민간정원으로 공식 지정되었습니다.\n\n장쩌민, 후진타오, 시진핑 등 전·현직 중국 국가주석을 비롯한 수많은 세계적 인사들이 이곳을 찾았으며, 한국을 방문하는 세계 지도자들이 가장 많이 방문하는 명소 중 하나입니다. 놀랍게도, 싱어웨이 가든과 그 설립자의 여정은 중국 9학년 공식 교과서인 『역사와 사회』에 문화적 영감과 한국인의 정신과 불굴의 정신을 보여주는 본보기로 등재되어 있습니다.",FALSE,스피릿티드 가든 입장권,,,,,,,,,
68d5f92515858da5cd401411,지금 한국 eSIM을 주문하고 바로 사용을 시작하세요! 주문한 후에는 특별히 픽업하거나 교환하기 위해 어디에도 갈 필요가 없습니다. KKday 바우처를 확인하면 사용할 수 있습니다! QR 코드를 스캔하여 eSIM(임베디드-SIM)을 설정하면 복잡한 카드 변경 단계가 사라집니다. 더 이상 카드 배출 바늘을 준비하거나 실수로 물리적 SIM 카드를 잃어버릴까 걱정할 필요가 없습니다. 와서 다른 eSIM 인터넷 액세스를 경험하세요!,TRUE,【아이랄로 코리아 eSIM】한국 1~20GB 총 eSIM,,,,,,,,,
68d5f92515858da5cd401412,한국 여행 필수품인 이심(eSIM)을 만나보세요. 유심 교체 없이 최대 4G/5G 속도로 데이터 무제한 플랜을 원하는 일자에 맞게 선택하여 현지 인터넷을 걱정없이 즐기세요!,TRUE,[KPOP 스티커 이벤트] 한국 4G/5G 데이터 무제한 이심 (한국 전화번호(010) 제공) (챗GPT 지원),,,,,,,,,
68d5f92515858da5cd401413,기다리고 기다리던 레고랜드?가 마침내 한국에 상륙하였어요! 두근두근! 레고랜드?에 놀러갈 준비 되셨나요? 서울 근교인 강원도 춘천에 위치하여 접근성이 뛰어나고 다양한테마들이 구성되어 있어 한번 들어가면 빠져나올 수 없는 재미가 넘쳐흘러요! 춘천 레고랜드? 이용권은 저희 KKday에서 쉽고 빠르게 예약해보세요.,FALSE,춘천 레고랜드? 이용권,,,,,,,,,
68d5f92515858da5cd401414,"2022년 개관한 서울 '빛의 시어터'는 워커힐 시어터의 정체성을 적극 활용해 단순한 전시 공간을 넘어 다감각적으로 즐길 수 있는 복합문화예술공간으로 자리매김했습니다.\n최대 1,500평의 넓이와 21m의 압도적인 층고에서 펼쳐지는 몰입형 체험을 통해 관객은 작품 속으로 스며들어 마치 명화 속 주인공이 된 듯한 독특한 예술적 경험을 선사합니다.\n전시관을 들어서는 순간 수많은 빔프로젝터와 스피커를 통해 펼쳐지는 거장의 작품들과 웅장한 음악이 완벽한 몰입감을 선사하며, 작품 속에 하나가 되는 특별한 경험을 제공합니다.",FALSE,[서울 | 빛의 시어터]  전시 입장권,,,,,,,,,
68d5f92515858da5cd401415,"지금 KKday에서 일산 원마운트 워터파크 할인 이용권을 예약하고 짜릿한 슬라이드와 파도풀, 유수 풀, 아쿠아 플레이 등 다양한 어트랙션을 즐겨보세요!",FALSE,일산 원마운트 워터파크 입장권,,,,,,,,,
68d5f92515858da5cd401416,지금 KKday에서 할인가로 제주 아르떼뮤지엄 입장권을 구매하세요! 디스트릭트의 몰입형 미디어아트 전시를 감상하며 영원한 자연의 공간속으로 입장해보세요.,FALSE,제주 아르떼뮤지엄 할인 입장권,,,,,,,,,
68d5f92515858da5cd401417,"아르떼뮤지엄 부산은 세계 최대 규모의 아르떼뮤지엄으로 디스트릭트가 국내를 비롯해 미국 라스베이거스, 중국 청두와 홍콩, 아랍에미리트 두바이에 이어 전세계 여덟 번째로 선보이는 몰입형 미디어아트 전시관입니다.",FALSE,부산 아르떼뮤지엄 할인 입장권,,,,,,,,,
68d5f92515858da5cd401418,"과천 테마파크, 서울랜드 할인 입장권을 예약해 보세요! 세계의 광장, 모험의 나라, 환상의 나라, 미래의 나라 등 테마에서 가족, 연인과 즐거운 추억을 남길 수 있답니다.",FALSE,서울랜드 자유이용권 | 어린이 종일권,,,,,,,,,
68d5f92515858da5cd401419,"실내 익사이팅 프로그램 다이나믹 메이즈를 즐겨보세요! 자녀, 연인, 친구와 즐겁게 즐길 수 있답니다. 협동하여 장애물을 통과하고, 순발력과 집중력을 발휘해 미션을 클리어하세요!",FALSE,제주 다이나믹메이즈 이용권,,,,,,,,,
68d5f92515858da5cd40141a,"지금 KKday에서 할인가로 제주도 건강과 성박물관 할인 입장권을 구매하고, 성에 관한 형형색색의 이색 조각 작품들을 감상해보세요!",FALSE,제주 건강과 성 박물관 할인 입장권,,,,,,,,,
68d5f92515858da5cd40141b,천혜 자연의 물에서 즐기는 프리미엄 파라다이스! \n충남 파라다이스 스파 도고에서 만나보세요,FALSE,[충남] 파라다이스 스파 도고 이용권,,,,,,,,,
68d5f92515858da5cd40141c,"감성교복 잠실 본점에서 나에게 딱 맞는 예쁜 교복을 대여해 석촌호수, 롯데월드, 롯데타워가 보이는 루프탑에서 즐거운 추억을 사진으로 남겨보세요. 8분 거리에 위치한 롯데월드에서 이색 데이트를 즐기셔도 좋아요! korean school uniform rental",FALSE,감성교복 잠실본점 교복 대여 (기본세트),,,,,,,,,
68d5f92515858da5cd40141d,지금 KKday에서 [제로베이스원 스티커 증정] LG U+ 무제한 4G 휴대용 와이파이 대여 를 예약하세요. 한국에서 여행하는 동안 무제한 4G 인터넷을 이용할 수 있습니다. 한국 공항에서 휴대용 Wi-Fi를 편리하게 수령하고 반납하세요.,TRUE,[케이팝 스티커 이벤트] 국내 LG U+ 무제한 4G 포켓 와이파이 대여 (공항 수령),,,,,,,,,
68d5f92515858da5cd40141e,오늘 여행을 내일로 미루지 않는 부산투어패스! 오늘 뭐하지? 오늘 뭐먹지? 생각할 필요없이 부산투어패스 하나로 알차게 먹고 마시고 즐길 수 있으니 부산여행 걱정 노노!,TRUE,부산투어패스 프리패스 자유이용권,,,,,,,,,
68d5f92515858da5cd40141f,1981년 어느날! 노형수퍼마켙에 이 불안정한 문이 열려 제주의 색을 빨아들이기 시작했어요. 문의 힘이 점점 커지면서 수퍼마켙 조차 색을 잃어버렸지만 수퍼마켙의 중심엔 빨아들인 색깔들로 인해 이 세상에서는 볼 수 없는 신비로운 광경이 펼쳐지고 있어요.어떤 모습일지 궁금하지 않나요?,FALSE,제주 노형수퍼마켙,,,,,,,,,
68d5f92515858da5cd401420,인천공항/김포공항에서 시내로 이동하는 편하고 빠른 방법! 프라이빗 픽업/샌딩 서비스로 즐거운 국내 여행을 시작하세요!,TRUE,인천공항/김포공항 픽업 서비스,,,,,,,,,
